Survey_feedback,sentiment_label,Very Poisitve,Poisitve But Critical,Neutral,Negative,Very Negative
"I was surprised about the $10 parking fee. That was not disclosed in the booking, nor was it expected.",Negative,,,,,
Totrally awesome experience,Positive,,,,,
"Dingy mismatched furniture looks like it was rescued from Goodwill.
Windows are dirty and/or etched. Film covering is peeling off.
Draperies are old, discolored and dirty. Pull is broken.
No place to set your drink when sitting down.
NOISE! Band playing in atrium. Cornhole game in atrium until after 11:00 p.m.
Broken gate allows parking lot to fill up; not enough parking for guests.
Carpet in room is buckled and dirty.
Refrigerator is noisy and actually vibrated the floor. We had to turn it off.
Bathroom wall vent grille is loose and dirty.",Negative,,,,,
"The hotel is very dated and not consistent with other Hyatt Regency level hotels. Although pleased with the suite upgrade, the room quality and decor was from the 1990â€™s. Very hard to compete with the Northland which is a Marriott property.",Positive,,,,,
"I had reserved a corner suite which was supposed to be slightly bigger according to website, but was placed in a standard suite. This Hyatt is the best hotel in the area for families because of the pool area. We love staying here!",Positive,,,,,
Rooms were very warm. I heard a lot of the guests turned their thermostat down but there was no real impact. The only way to really cool the room down was to open the patio door.,Positive,,,,,
"We always enjoy staying at this hotel and like the location. Staff is always very friendly,
rooms are comfortable, and sleep great in the beds.  We enjoy the pool and steam room
and always feel very relaxed and cared for on our stays.",Positive,,,,,
"Your hotel seemed tired.  It had an odor, and needs some love.",Neutral,,,,,
The condition of the room looked a bit dated & could use updating.  There were strips of scotch tape on the walls like someone at some point hung some signs for maybe a party which is fine but someone should remove the tape as it looks unkept.  When opening the sofa bed it looked as if there was a blood stain on the comforter so it wasnâ€™t used.,Neutral,,,,,
Would very much like to see buffet breakfast back. Iâ€™m willing to pay the cost of variety,Positive,,,,,
Loved the quality of the facilities.  We hope to come again!,Positive,,,,,
Disappointed in your lack of customer service for paying hotel guests regarding parking and breakfast. Under previous hotel management these were free to paying guests.,Negative,,,,,
"Overall a good experience. We did not like having a corner room as much as the rooms we've had in the past, but now we know.",Positive,,,,,
"There was no parking on Saturday night. As a woman traveling alone,it was unnerving walking from the parking structure alone after dark.",Negative,,,,,
I didnâ€™t love the new menu at the restaurant but really thatâ€™s no big deal. We stay here every year and are always so happy to be back!,Positive,,,,,
Really appreciated Margo upgrading our room. Very pleasant surprise.,Positive,,,,,
your hotel appearance seems very dated.,Negative,,,,,
Melody at the Front Desk is OUTSTANDING.  Also had some excellent work done by Bar Manager for a last minute Pop Up beverage service,Positive,,,,,
"We are looking forward to a future stay. This property is close to the Kohler Spa, Lambeau Field and a number of other Green Bay attractions we enjoy. We are also excited about the information the staff shared with us regarding pet friendly offerings. Many thanks.",Positive,,,,,
"Catered food was ok, but all meals were grossly overcooked, the chicken was dry and the steak was so tough you could barely chew it. The freeze dried candy was gross . Some of the healthy options were appreciated like the protein balls and the fresh fruit.",Negative,,,,,
Had to pay for parking and no continental breakfast,Positive,,,,,
"I guess I found myself comparing this Hyatt Regency to the San Diego Hyatt Regencies we've stayed at. I could definitely tell this was a former Embassy Suites.  Bartenders were great.  I guess my only complaint was the female front desk clerk who gave me crap about wanting 3 waters for the 3 of us in the room. She made a point of telling me my Discoverist status only allows 2 waters per day. I've never had that experience at any of the other Hyatts I've stayed, including your the Green Bay property when someone else was working.",Positive,,,,,
We will definitely come back again.,Positive,,,,,
I was very disappointed that the hotel only accepted credit cards for payment of food and drink purchases.,Positive,,,,,
myself and some others did not like the cashless aspect of food and beverage. Each time for the bar it needed the card and myself is not so much for using a card.,Positive,,,,,
"Beds too high off the floor
Toilet too low to the floor 
No grab bars or other safety features in the shower or bath",Positive,,,,,
The tub drain was slow in my room #726,Negative,,,,,
"Were very helpful in getting parking for my vehicle, as hotel lot was full upon on my arrival.",Positive,,,,,
"Our only issue was the height of the toilet, as my wife has issues with her knees & it was very difficult for her to get up without something to grab onto.",Positive,,,,,
Surprised that there was no complimentary coffee,Positive,,,,,
I wish you had free coffee,Positive,,,,,
"Anastasia was wonderful, helpful, and courteous to all my needs while staying there. Room was excellent like always",Positive,,,,,
Bri the food Cafe was wondering was very pleased but the fill in that worked may 15th was not pleasant and was rude,Positive,,,,,
Please raise the toilet. Thought I was sitting on the floor. Banquet food too little and no coffee available? Server told us we had to go to the atrium and spend $4 for a cup.,Positive,,,,,
"Only issue was there wasnâ€™t enough luggage carts for check out, but thatâ€™s nitpicking!!",Negative,,,,,
Very enjoyable and relaxing. All information was very helpful and love to come when in the area again.,Positive,,,,,
I had a very enjoyable experience in Green Bay and Hyatt took care of me like family.,Positive,,,,,
"Staff was great! Entry way was dirty, especially your glass doors.",Negative,,,,,
The food was terrible. Never had good that bad at a convention. And no coffee at the banquet.. very cold food. No gravy for potatoes green beans not done.,Positive,,,,,
Bathrooms in pool area have no mirrors or beach to sit on to change into and out of suite. Pool area very slippery no mats down to prevent falls.,Positive,,,,,
The fan in the Room Air conditioner was very loud had to shut it off at night to get some sleep.,Negative,,,,,
Room was extremely accommodating and clean,Positive,,,,,
Needs major refurb.,Positive,,,,,
No breakfast is bad.  Breakfast options in hotel was expensive and relatively mediocre.,Negative,,,,,
Housekeeping was fantastic.  Room was spotless and all the little things are taken care of,Positive,,,,,
"Itâ€™s good you have overflow parking. This came in helpful on my late night return on Saturday night. I didnâ€™t quite feel safe on the walk back, and am wondering how that could be remedied.",Positive,,,,,
"The beds were too high and hard to get in. The toilet was too low, needs to be upgraded. No fan in the bathtub, shower. Needs upgrades. Carpeting needs to be replaced.",Positive,,,,,
The cable machine in the fitness center is missing a strap/handle.  There is only 1 and there should be 2.,Positive,,,,,
"James at the front desk did a fantastic job getting us checked in and helping with a minor issue. The hotel was nice, but the rooms could use some remodeling and updating.",Positive,,,,,
"The members of staff at the Hyatt Regency Hotel Green Bay, especially these seven mentioned earlier, were very welcoming, friendly, courteous and helpful from the moment that I walked into the hotel with my wife for our vacation to celebrate my milestone birthday and attend a church event in Green Bay.

I received complimentary birthday gifts including a beautiful birthday card, greetings, coffee and a $10 voucher to spend in the hotel's Market.

They gave me advice on the local services and attractions like nearby supermarkets, museum, restaurants, car hire services and even heated up my room when I complained that it was too cold. 

I enjoyed using their clean and functioning facilities like their gym, swimming pool, sauna and steam room. 

Needless to say that I thoroughly enjoyed myself and I did not want my 10-day vacation to end as I truly felt at home as the staff catered to all my needs and when spoilt me a lot. 

This is especially after my baggage was lost on my arrival to Green Bay Airport but later found and delivered to me at the hotel by Delta Airlines, who are in partnership with Hyatt Regency Hotel.

I would definitely recommend the Hyatt Regency Hotel in Green Bay, Wisconsin to anyone planning to stay in the area, as I'm already planning to return there myself.

This is also to say a BIG thank you to the amazing staff at the Hyatt Regency Hotel in Green Bay, Wisconsin. You guys are the best. You're awesome! You rock!

Keep up your exceptionally great first-class service.

Your very happy and satisfied guest, Ike.",Positive,,,,,
Ran out of the vegan option in the restaurant which was the reason we picked to stay there. The Fish was all breading and the mac and cheese was like a soup.,Positive,,,,,
I work with Hyatt Manager Leslie Rotter she did an amazing job and was great to plan my event and stay with.,Positive,,,,,
"Very polite, courteous, and helpful staff.",Positive,,,,,
Be able to find a tv channel without going through all the channels,Negative,,,,,
I booked a room with a balcony paid extra did not get a room with a balcony,Positive,,,,,
Your restaurant was very good. We ate there multiple days because the food was well cooked.,Positive,,,,,
"Absolutely everyone from the check-in, market and restaurant were exceptionally nice and helpful.",Positive,,,,,
Just didn't like paying to park. My other hotel points benefits don't charge for parking. It wasn't a busy time for the hotel.,Positive,,,,,
Ik heb geweldig genoten van het korte verblijf. Wat ik zo mooi vond dat je gezien wordt. Heel belangrijk.,Neutral,,,,,
"Overall the experience was wonderful. I feel the room could use a little attention to detail when it comes to caulking around the sink in bathroom, painting/updating bathroom, etcâ€¦ but overall it was a pleasant stay.",Positive,,,,,
"Rude security!!

I was part of the leadership and longevity seminar",Positive,,,,,
"We've stayed here for a number of years when we come to Green Bay and we wouldn't stay any where else. Very convenient. 
We really like the suite.",Positive,,,,,
Cheese on poutine was frozen and breakfast was very greasy but service was great,Positive,,,,,
The vent in our shower was disgusting! It was covered in dirt and crap. The staff was friendly and helpful.,Negative,,,,,
The food at the restaurant was not good. I ordered a french onion soup. The bowl was less than half full. When I bit into the cheese there was cheese paper still in it. I refused to pay for it and did not want to attempt another soup.,Positive,,,,,
Room was clean bed was comfortable. Appearance of hotel seemed a little outdated. Staff was excellent. Check in process was a breeze,Positive,,,,,
Would recommend to friends and family. Hope to return in the future,Positive,,,,,
"The room smelled musty, not ideal.",Positive,,,,,
The air freshener pumped throughout the ventilation system in lobby area was overpowering and not necessary.  I am very sensitive to scents and do not want to breathe in toxic chemicals.   It is not good for anyone's health.  Maybe try something natural like essential oils.,Positive,,,,,
NEED grab bars in the tub/shower,Neutral,,,,,
"The rooms are dated, but the staff was pleasant",Positive,,,,,
I was also charged parking fees for each day but I stayed across the street in the parking ramp and paid those parking fees. Chatted in for help and they couldnâ€™t help me and said it will be 3-5 business days for someone from acccounting to get back to me.,Positive,,,,,
The refrigerator in room 515 was very loud. The room key pad to get back into the parking lot was not operational (the front desk staff mentioned it had been giving people trouble).,Negative,,,,,
"It would have been nice to get a discount on the breakfast, since we were staying there and usually one gets a free breakfast. That being said, this was a better breakfast.",Positive,,,,,
I think the hotel has great potential but definitely could use some updating and remodeling to fit more of the Hyatt standards,Positive,,,,,
Hotel is cool needs some updating. Carpet in my room all bumped up and weird. This is my second stay and both times shower would fill up with water due to clog or something.,Negative,,,,,
"Everyone was very pleasant and welcoming. This is my second time staying here, and both times were outstanding experiences.",Positive,,,,,
Everyone was very friendly.  Restuarant and Marketplace food and beverage and service was excellent,Positive,,,,,
Great place and convenient.,Positive,,,,,
"Everyone in the building was helpful and welcoming, from the cleaning staff, to restaurant staff and front desk staff.",Positive,,,,,
"Room nothing special, bathroom small, toilet clogged when I got there - never really functioned well.",Positive,,,,,
Very clean and beautiful hotel. Will stay in the future.,Positive,,,,,
"I booked the room for my parents to attend a funeral near by, and they were completely amazed at the hospitality, the room itself, and overall experience.",Positive,,,,,
"We have stayed at the Hyatt Green Bay many times over the years when we visit family in Green Bay.  This was the most disappointing trip we've had.  The quality of the beds was so disappointing.  The rooms feel tired.  The carpet feels ""icky"" (the dark brown color just feels like it harbors who knows what).  The sofa bed was terrible!  This might well have been the last time we stay at this hotel given how poorly we slept.",Negative,,,,,
"My brother passed away, I had to get to my family and when asked if I could check out early due to the circumstances I was told Iâ€™m not sure we can turn over the room.  We had come back to the hotel for our bags and the room was already clean.  This was early enough in the day the room could have been still used; however, there wasnâ€™t a demand for the room.  The parking lot was almost empty when we departed.  I just donâ€™t understand why the rate couldnâ€™t have been refunded given the unforeseen circumstances.",Negative,,,,,
Was a great stay. Really loved it there.,Positive,,,,,
Our room was extremely room and there were no instructions on how to rectify this matter. We called rhe front desk to ask for help. They said they would send someone who NEVER came!!,Positive,,,,,
"Jenny, Harsh Savath all in pub333 were amazing",Positive,,,,,
"Absolutely everything was top-notch!! Service was consistently stellar with every single person we encountered treating us as if they truly enjoyed helping customers and truly wanted us to be as happy as possible with our stay. Really, customer service like this is exceedingly rare. It was delightful to stay there and my family will all have extremely fond memories of our stay. I very much hope to stay there again in the future.",Positive,,,,,
"I know it sometimes happens in hotels, but there was lots of running and screaming in the hallways from kids",Negative,,,,,
Very clean and nice!,Positive,,,,,
"the place was beautiful, well cleaned and maintained, the room was comfortable, minus the thermostat not turning down.",Positive,,,,,
"We were unable to address these issues because they were all discovered the next morning as we attempted to shower and unfortunately could not. Upon our departure, the front desk attendant took off charges to help to defray our disappointment with our room/shower/patio etc. I still feel as though the charges for the room were much higher than I would have paid had I known the condition of the room. In truth, I would not have stayed in that room. Hopefully these problems were addressed. If I received a voucher for a free night in the future, I may stay again to see if this Hyatt can meet expectations, and if not, I will stay elsewhere in the future.",Negative,,,,,
"We were very happy to have an extra hour of time for check out and very pleased for the early check in as well. The cafe/restaurant staff were very friendly as well and we had a great meal, and the 24/7 store was really convenient. We look forward to staying there again.",Positive,,,,,
Without a doubt best hotel and staff you can find! Thank you!,Positive,,,,,
Traffic noise was pretty significant making it difficult to sleep.  If there had at least been a fan on the thermostat that could be turned on that may have helped drown out that noise some.,Positive,,,,,
We had a great stay! Loved the pool area - my grandkids loved it! We will most definitely be back!,Positive,,,,,
Why do you have a daily parking fee?,Negative,,,,,
Gorgeous large room. Better than expected. Bed weâ€™re sooo comfortable.,Positive,,,,,
Should include parking and Continental breakfast would have been nice.,Positive,,,,,
"Water bottles in the fridge  
Would be absolutely amazing",Positive,,,,,
Guests should not have to pay for parking if you are paying to stay in the hotel. Also did not like that the hotel bar was cashless.,Positive,,,,,
Food at restaurant is way over priced for portions and quality of food.,Positive,,,,,
"The hotel is beautiful and the amenities were great. The rooms themselves were a little worn, but am thankful they were clean. Overall great value!",Positive,,,,,
Getting out of the parking lot was horrible. It took us over an hour just to leave the parking lot because they allowed unregistered guests to park,Negative,,,,,
"My husband and I ate a quick dinner on Friday evening, April 11th, seated at the bar in the restaurant. For drinks, we ordered only non-alcolholic:  a coffee and an Arnold Palmer, along with our food. The two bartenders, Isaac and Tristan, were exremely good to us, and very friendly: chatting with us about ""this and that"" and got our order together very quickly. We were very impressed with their friendliness and sense of humor !

The beds in the room were very comfortable, with firm mattresses and lovely bedding.

Thank you for your usual ""Hyatt Excellence"" !

Most Sincerely
Nancy Jo and John Baratti in Brookfield, WI",Positive,,,,,
"My stay was excellent. I am so impressed by the staff who were friendly and polite. The room was very clean and comfortable.
My only slight complaint is that first we were told parking was free but I was charged $10 per night. When I left, it took 35 minutes to get out of the lot. One exit was closed and the other not working properly. That was frustrating

I will definitely return when I am in GrrenBay again.",Positive,,,,,
"A few disappointments. The hotel is a little bit dated. It's nicely appointed and I like the suites.  But it was not as comfortable as expected. I brought my brother, who is disabled, for his birthday. He got the king bed with the gigantic and wonderful TV, and I slept in the ""sitting room"" on the sofa sleeper. I can barely walk now, after sleeping on it and driving home yesterday. My lower and upper back are extremely sore. It was also very noisy in the room itself. Cold air blew through the seams around the door to the point that the drapes moved. When someone let their door slam it caused a loud noise that sounded like thunder and rattled everything, scaring my little senior dog and of course people were rude and loud in the hall until very late.  I do not think she relaxed or slept the entire time we were there. She also didn't want to eat. The dog relief area is full of cigarette butts because there was no receptacle for people to use for them. I didn't know I needed to use my parking ticket to get in and out. I thought I was supposed to somehow use my room key. That's on me but it was not clear. 
I bought a sandwich in the snack bar which I assumed was open 24 hours? The server was cleaning everything and when I asked if I could purchase something she was rude and dismissive but took my money. It happens. None of this is terrible. But our bill for two nights was about $500. I purchased the pet package which I assumed was just the pet fee. I am not sure that is true because I think it was more than the pet fee, but there was nothing extra included for the extra expense. I'm an old lady and maybe have some of this wrong. I have a lot of trouble navigating Green Bay. I think it would help if hotels with multiple exits post a sign as to which street they are exiting to and what direction is runs. Provide a decent city map too with directions to highlights from your hotel. GPS is not all that helpful when going through roundabout after roundabout and your passenger is disabled and not able to help much. My dumb phone refused to connect to Bluetooth and he had to try to read the directions. That did not work and we were lost trying to find places we wanted to visit and just wasted so much time. Not the hotel's fault. But overall the trip was not enjoyable. It's a great place if you are attending something at the convention center.  We thought this downtown location would be great for us, but I couldn't walk far with my back so it was not convenient for us.",Positive,,,,,
"Sitting area: Brown carpet, brown accent wall, brown sofa + poor lighting, no windows, no natural light = a depressing, unattractive room.  No climate control.",Negative,,,,,
"When I made the reservation,  I requested a quiet room. Should've specified ""location"" of room. The room was quiet but they gave us our room right next to the elevator!!",Positive,,,,,
Shocked at the condition of the hotel. Stunned that it is allowed to carry Hyatt name.,Negative,,,,,
Above and beyond service! Fri t checkin staff was great and so friendly!,Positive,,,,,
I think that the $10 parking fee is not needed.,Negative,,,,,
We were there for convention and on the first night did not have enough staff in the bar/ eating area.,Positive,,,,,
Just wondering what the quiet hours are. I could hear kids yelling in the center until at least 12:30 am,Positive,,,,,
"The hotel itself seems to be in need of updates.  The windows are water etched or dirty, and the wood surfaces such as room entry doors and cabinetry in the rooms is scratched and marred.",Negative,,,,,
"Breakfast prices too high, toast & jam paying additionally forâ€¦ridiculous",Negative,,,,,
Donâ€™t know whoâ€™s responsible for food catering at conferences but it was awful.,Negative,,,,,
"We will stay here again on our next visit to Green Bay, WI.",Positive,,,,,
Continental breakfast is something every guest would enjoy. We were disappointed we didnâ€™t see any option.,Positive,,,,,
"just an average hotel, but the people there act like it is a 5 star.  I do a lot of work travel and it's unfortunate that our experience last weekend will not have me look at Hyatt Regency GB or any other properties under Hyatt.",Positive,,,,,
Restaurant was poor. Out of food choices on menu. Service slow. Food tasteless,Negative,,,,,
Restaurant wasn't very good and over priced but the hotel was excellent!,Positive,,,,,
Very disappointed because I used to love this hotel and my family had the worst time ever.,Positive,,,,,
Thank you!!!,Positive,,,,,
"The pub food was very poor this time compared to others. Along with that there was no snacks in the breakfast area at all housekeeping was nonexistent to grab her own towels, and the room was not clean",Positive,,,,,
Check was great.  Bartender was great - remembered me from last year.,Positive,,,,,
"When I checked in, the lady working the front desk made a notice about how she saw I am with Associated Bank, but didn't use the code that would have given me free parking, and something else. I did the reservation through our system, and had no idea what she was referring to, and there was a ton of people in the lobby and waiting in line, so I didn't have the opportunity to ask as it was just her. The only options I had at the time of booking was a member rate, which I didn't have, and then standard rate. I didn't see anything for Associated Bank, nor was there a way to enter a code/ID of any kind in the system that I saw.",Positive,,,,,
"The meal service at the Pub 303 was so bad at lunch April 2nd and breakfast April 3rd that both meals were comped. LONG waits for both, with neither time being  busy at all. Staff were aware.",Negative,,,,,
"The housekeeping staff are amazing. The man that checked the van was very rude. It was very disappointing and he was not welcoming.
It was disappointing that you had to pay parking to stay at the hotel.",Negative,,,,,
"You guys have the most comfortable beds. I absolutely love the pillows, sheets and comforters.  I would like to know what kind of pillows, sheets, and comforters you guys use so I can purchase some for at home.",Positive,,,,,
"Room service was disappointing. I splurged for the steak, which was delivered in carton (not on a plate) with plastic silverware and no salt & pepper. Described as having peppercorn sauce and had absolutely none.",Negative,,,,,
Always love staying here but would like the rooms to be lighter. To much brown and it makes the room look and feel darker.,Positive,,,,,
They screwed up one of our registrations and I waited at front desk for 35+ minutes. They kept explaining why it happened instead of apologizing and getting it fixed.,Negative,,,,,
The food was much better two years ago.i stayed there frequently for work. We came for a quick getaway and was bummed by the food. Please correct! Tristan kept the drinks flowing and we appreciated it!,Positive,,,,,
"I would have liked to have had housekeeping services during my stay, but I understand I was there for a conference and it was very busy. However, when I did request new towels and coffee it was delivered to my room quite quickly.",Positive,,,,,
"I love the gym facilities and the equipment; the hotel is well located and accessible.  I had trouble sleeping because of the beds, I never have issues with this, but the beds were really uncomfortable.",Positive,,,,,
The room and public areas were clean and tidy but the overall impression was one of being outdated. The bathroom was small and dowdy. Thought the room would be more swankier.,Positive,,,,,
Family friendly. Nice to take the grandchildren.,Positive,,,,,
Absolutely loved this hotel!,Positive,,,,,
No exhaust fans in the bathroom,Positive,,,,,
"Stay is Green Bay was adequate. Very surprised to have to pay for parking in just a lot. Not underground parking. Was waive if we joined the Hyatt club, but only for first time. Definitely lessens the likehood of staying here when we come to Green Bay every other month. 
Was also taken aback by the only choice for saugivnon blanc was $17 per glass. Also that it was Duckhorn, not even from New Zealand. Room was tired looking.",Positive,,,,,
First time staying here! Very happy with our stay! Great sized room! Kids loved the pool area! Overall great experience and will definitely be staying here again!,Positive,,,,,
"Inappropriate to pay for parking at hotel. Also, the room that I was given had been occupied with a maintenance person. Breakfast was gross, get a real chef.",Negative,,,,,
Went to get breakfast one morning and waited for over five minutes and never saw a server. Ended up leaving because I didn't have a lot of time before I had to leave for work.,Positive,,,,,
The room wasnâ€™t ready when we arrived to the hotel and we waited two hours for a room. The pool was out of towels at one point too. Overall our family enjoyed the rest of the time there! I miss the palm trees in the lobby though,Positive,,,,,
"The hotel is showing age. Time for some investment.
No grab bars on the shower. Tub floor is slippery. Not so good for older guests.",Positive,,,,,
"In recent years we would receive a free drink ticket, parking was free, and they had a wonderful breakfast buffet with cook to order eggs, hotcakes ... etc.  Not anymore, disappointing.",Positive,,,,,
Could be more help in bar when bartender has to go to the kitchen and get things,Neutral,,,,,
Very disappointed in my stay.. more than likely won't return,Positive,,,,,
"The only issue was the room was very hot, and it would not cool off no matter how much I turned the thermostat down.",Positive,,,,,
"The guy working the front desk was very helpful and nice.. Luke maybe was his name? He was wearing a creme colored jacket.. Anyways, helpful and respectful!",Positive,,,,,
Difficult to use the TV,Negative,,,,,
House keeping and front desk staff were very helpful and happy to assist. They are who made a difference in our stay. We will be returning.,Positive,,,,,
it needs some remodeling but overall the experience was really good,Positive,,,,,
"I wasnâ€™t impressed from the moment I walked in. When I was trying to check in, there were two lines & two attendants. There was a sign marked world of Hyatt discoverist, explorist & globalist members, so thatâ€™s where I fell in line since I am a discoverist member. It should be noted that there was an attendant at the computer in front of the line that I was in. That attendant proceeded to move to another computer and started pulling other customers from the main line (not the line I was in for world of Hyatt members) & these were customers who had arrived after me. When one of the customers in the main line so kindly let me in front, I asked the attendant what even is the point of having a separate line for WOH members & she said there is only one line from which they operate from. Which is super silly because it was very clear that WOH discoverist & etc members were to fall in line there. But also both attendants knew I was present before the three people they checked in prior to me so It was not a good start to spend 20 min for the check-in process. 


The second thing Iâ€™d like to mention is the noise level at night time. On our first night, there was drag racing outside, which made it extremely difficult to put my young kids to sleep & settle in myself. I texted the front desk & they offered to switch rooms &/or bring up ear plugs. At that point, it was too late to switch rooms but it was very kind of the front desk. I was hoping they would call the non-emergent hotline for Green Bay PD to shut down the drag races outside. When I brought up the issue to the front desk in the morning, the attendant informed me that it is a normal occurrence, and that if it happens tonight that I, the customer, should be the one to call Green Bay Police Department, which seems very silly to put that responsibility on me.",Positive,,,,,
It took a while to be seated at Pub333 I understand they had a huge party and quite understaffed but we werenâ€™t seated for some time and just ended up seating ourselves. They were apologetic abt the wait and but I think personally if you just acknowledge me and tell me to take a seat or wait to be seated itâ€™ll feel less like you hope I donâ€™t stick around and end up leaving so you donâ€™t have to serve me.,Positive,,,,,
"No more, thank you.",Positive,,,,,
Beautiful the moment you walk in. It was like a city with beautiful plants. Loved that the room had a living room in front and a bar! Beds in the back. Nice set up. We all noted how quiet the room was never even heard a door close.,Positive,,,,,
I had researched a block of rooms would have been nice if we were together or at least on the same floor,Positive,,,,,
"The entire staff was friendly. Please make sure the staff, employees and the cleaning crew get recognized and appreciated, if not in monetary terms, then at least w/a lunch with manager.",Positive,,,,,
"The staff in the lobby restaurant were very friendly, but service was slow and the food was less than great.  I had eggs Benedict for breakfast and everything was swimming in the hollendase sauce and the ham/bacon was burned.",Positive,,,,,
"The pool was cloudy.
The rooms are nice but the facility could use updating.",Positive,,,,,
"My stay at Hyatt Regency was great! The gentleman who checked me in was courteous and attentive! My 2 night stay was great - not 1 complaint. Yes, I would highly recommend your hotel!",Positive,,,,,
Stayed was good,Positive,,,,,
"The customer service was amazing. The bartender, Chase was also amazing and kind and very attentive to our drinks being low and refilling them when we needed the night after our ceremony!",Positive,,,,,
Please make parking free for this staying at the hotel,Positive,,,,,
"Super impressive customer service and maid service. Our room was very clean, even the headboard was vacuumed.",Positive,,,,,
"My card statement did not match my bill. Apparently, there is a holding fee for each night. It would be helpful to know this when checking in.",Positive,,,,,
Should consider having a time for adult swim & hot tub.,Negative,,,,,
"The public areas of the hotel need some attention. The hallways were littered, did not appear to have been vacuumed for some time. The stairwells were pretty dark and dirty as well. Stairwells were used due to elevators being so slow.",Positive,,,,,
"Cash options in Store, bar and restaurant would be nice.",Positive,,,,,
Will definitely stay again and will recommend other to stay at this property as well.,Positive,,,,,
Hotel is due for refurbishment. It was better as an Embassy Suites.,Positive,,,,,
"I stayed in room 210 and this is the loudest room I have stayed in in a very long time.  The sliding door had just about zero noise insulation from the road, which was surprisingly busy and loud 24 hours a day.  This was a huge disappointment and made sleeping just about impossible without ear plugs.",Negative,,,,,
"Very pleasant, helpful staff. Was able to check-in early as Hyatt member. Staff recommended a great restaurant (based on dietary restrictions).",Positive,,,,,
Liked being able to select having no house cleaning.  Then could always use my room since it was close to the conference.,Positive,,,,,
I was disappointed that there was not a complimentary breakfast for the price we paid for the room. And the pet fee was extremely high.,Positive,,,,,
Housekeeping staff were great with room refresh and set but a deep cleaning is needed.,Positive,,,,,
Did not reflect the Hyatt brand well.,Positive,,,,,
The restaurant at this location has declined overall. The availability of food selections were very minimal and poor quality. There was no fish fry available on a Friday during lent. No kids options on any menu. The overall value was disappointing.,Negative,,,,,
I didn't like that the thermostat is not adjustable,Positive,,,,,
Parking not good had to wait for someone to leave to find place to park. 4 different times. No other options???  Will not stay there again.,Positive,,,,,
"The room itself was fine, but a little noisy being open to the lobby downstairs. The food at Pub33 was terrible and took a long time to come out (though it wasn't that busy when we were there). Worst sandwich I've ever had (sent it back), way overpriced, and what I received was NOT what the menu described.",Negative,,,,,
Fantastic!!!,Positive,,,,,
"Stocked Mini - Bars in some of the larger suites would be wonderful. Or just various items a few sodas, snacks. Sometimes things are forgotten to be grabbed on the way and you don't notice right away. Even with 24/7 access to such items in the lobby, going down 8 floors when you want a late snack is not always.",Positive,,,,,
Unfortunately we were there on a weekend with many children. Their behavior with running the halls to very late to early Am was annoying,Negative,,,,,
"The elevators were dirty, slow and a little scary. The bathrooms could use some updating. There were places where carpeting is puckering and created tripping hazards.",Negative,,,,,
"The wait time for the elevators seemed very long at all times, especially since there was no alternative way to get from floor to floor easily accessible.",Positive,,,,,
"Main lobby area tables were filthy. Wet carpet between bed and patio during rain event. Food was terrible in hotel restaurant. Soggy lunch sandwich, inedible fish, mushy overcooked rice and vegetables.",Negative,,,,,
"There wasn't a complementary breakfast served which would have been nice.  Also, the toilets were very low and anyone with knee or hip difficulty would not have been able to use it comfortably.",Positive,,,,,
I was so impressed with the young man that checked us inâ€” he was so polite and making sure that everything that we want or need was taken care of. And of course Samantha is always so attentive and nice.  That is why we love it at this hotel because they always make sure that we are totally taken are of.,Positive,,,,,
Restaurant price high,Neutral,,,,,
Love the front desk staff!  Kolten knows my name now when I check in and Samatha is always smiling in the morning when I leave for work!  Awesome staff,Positive,,,,,
"I'm 78 years old.  There was no grab bar in my bathtub.  That is highly unusual, and I was uncomfortable getting in and out of the tub to take my shower.",Negative,,,,,
It was so beautiful and I loved my room. Wished I could of stayed longer.,Positive,,,,,
"The hotel is in need of a face lift as many areas are worn & need to be replaced. The staff was helpful & pleasant. The elevators are slow and need maintenance. 
It is a 3 star hotel.",Positive,,,,,
I did not like that you have to pay for parking as a guest.,Positive,,,,,
It was awesome! We will book there again for sure!,Positive,,,,,
Front desk staff were nice to talk with and they started my trip on a bright start.,Positive,,,,,
"Unfortunately, the rooms are due for a much needed update. I had just come from the Hyatt Regency in Jacksonville where the rooms were much nicer and the staff was phenomenal, so the comparison was noticeable. The food at Pub33 was not good at all. I understand the need to have a limited menu when having so many people present for a large event, but the food and service was significantly lacking. I hate to provide such honest feedback that isnâ€™t positiveâ€¦ 

On the plus side, the front desk was very responsive when resolving an issue with the bill.",Positive,,,,,
Room could use some updating. They seem dated. Beds were comfortable. Room was clean.,Positive,,,,,
